canal,rank,titulo,visualizacoes,data_publicacao,likes,dislikes,duracao,,,,link,thumbnail,Transcrição do vídeo,Comentários
Encountering Peace,14,Fall Back To Sleep...Again | Guided Christian Sleep Meditation,13670,20240517,186,N/D,01:01:30,https://www.youtube.com/watch?v=bVjc1dWvM8c,https://i.ytimg.com/vi/bVjc1dWvM8c/maxresdefault.jpg,,1,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: preto, verde, branco; texto em destaque provavelmente ligado a: FALL / BACK.",,
Encountering Peace,15,Meditation For The Holy Spirit To Come! | Daily Meditation | Encountering Peace,12573,20220225,181,N/D,18:56,https://www.youtube.com/watch?v=KRsKPdf7EP8,https://i.ytimg.com/vi/KRsKPdf7EP8/maxresdefault.jpg,,19,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: preto, cinza, azul-petróleo; texto em destaque provavelmente ligado a: HOLY / SPIRIT / COME.",,
Encountering Peace,16,Breathe The Jesus Prayer | Breath Prayer | Encountering Peace,12395,20211022,262,N/D,09:22,https://www.youtube.com/watch?v=mScShRIK3ew,https://i.ytimg.com/vi_webp/mScShRIK3ew/maxresdefault.webp,,23,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: preto, branco, marrom; texto visível: The Jesus Prayer.",,
Encountering Peace,17,Sleep With God's Word To Change Your Subconscious Mind 🌙🙏💤  | Christian Guided Sleep Meditation,12267,20230526,149,N/D,08:02:01,https://www.youtube.com/watch?v=28UO9kzLKQA,https://i.ytimg.com/vi/28UO9kzLKQA/maxresdefault.jpg,,11,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, cinza, branco; texto em destaque provavelmente ligado a: SLEEP / GOD'S / WORD / CHANGE.",,
Encountering Peace,18,✨ God’s Healing Sleep Meditation 😴 | Improve Your Mental Health (3 HOURS),11235,20240605,153,N/D,03:00:44,https://www.youtube.com/watch?v=zfBdkqCpUwE,https://i.ytimg.com/vi/zfBdkqCpUwE/maxresdefault.jpg,,8,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: marrom, preto, branco; texto em destaque provavelmente ligado a: HEALING / SLEEP / MEDITATION / IMPROVE.",,
Encountering Peace,19,Rest In The Holy Spirit of God's Realm 🌙🙏💤 | Guided Christian Meditation,10752,20230707,182,N/D,08:01:32,https://www.youtube.com/watch?v=m_b2FrV1nXE,https://i.ytimg.com/vi/m_b2FrV1nXE/maxresdefault.jpg,,11,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, branco; texto visível: me ce i ag / ee ae seek / neuer 7 qn.",,
Encountering Peace,20,Rest In The Holy Spirit And God's Wisdom | Guided Christian Sleep Meditation,10502,20220402,245,N/D,01:58:56,https://www.youtube.com/watch?v=gI75Uu7xisk,https://i.ytimg.com/vi/gI75Uu7xisk/maxresdefault.jpg,,14,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, verde, branco; texto visível: oleep / Made simple.",,
Encountering Peace,21,Meditation On Being Held By God | Truth From Scripture | Encountering Peace,10131,20220902,288,N/D,21:12,https://www.youtube.com/watch?v=HyG5VXOwgN4,https://i.ytimg.com/vi_webp/HyG5VXOwgN4/maxresdefault.webp,,25,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: marrom, branco; texto em destaque provavelmente ligado a: MEDITATION / BEING / HELD / TRUTH.",,
Encountering Peace,22,Bible Verses To Sleep In God's Kingdom | Christian Guided Sleep Meditation,9794,20230421,135,N/D,08:08:14,https://www.youtube.com/watch?v=U9b9DgxVj0w,https://i.ytimg.com/vi/U9b9DgxVj0w/maxresdefault.jpg,,13,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, branco; texto em destaque provavelmente ligado a: BIBLE / VERSES / SLEEP / GOD'S.",,
Encountering Peace,23,Bible Verses To Sleep In The Mind of Jesus | Christian Guided Sleep Meditation,9738,20220624,291,N/D,21:11,https://www.youtube.com/watch?v=YLM_X7_Huq0,https://i.ytimg.com/vi_webp/YLM_X7_Huq0/maxresdefault.webp,,19,"Thumbnail escura; há figura humana/rosto em destaque; paleta predominante: marrom, preto, branco; texto visível: Divine Resi_.",,
Encountering Peace,24,Easter Season | The Cross of Christ | Morning Prayer and Meditation on Jesus | Encountering Peace,9725,20220415,378,N/D,22:17,https://www.youtube.com/watch?v=FEl2abRAp2g,https://i.ytimg.com/vi/FEl2abRAp2g/maxresdefault.jpg,,25,"Thumbnail clara; há figura humana/rosto em destaque; paleta predominante: branco, cinza; texto em destaque provavelmente ligado a: EASTER / SEASON / CROSS / CHRIST.",,
Encountering Peace,25,"Bible Verses To Sleep In the Presence of Father, Son, and Spirit 🙏💤 | Guided Christian Meditation",9622,20230722,187,N/D,08:08:50,https://www.youtube.com/watch?v=Cwtma1wjgqo,https://i.ytimg.com/vi/Cwtma1wjgqo/maxresdefault.jpg,,23,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, cinza, branco; texto em destaque provavelmente ligado a: BIBLE / VERSES / SLEEP / PRESENCE.",,
Encountering Peace,26,Rest In The Holy Spirit to Find Answers From God | Guided Christian Meditation in Faith and Hope 😴 💤,9545,20230909,173,N/D,08:03:34,https://www.youtube.com/watch?v=dYPkoJPuki8,https://i.ytimg.com/vi/dYPkoJPuki8/maxresdefault.jpg,,26,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, cinza, branco; texto em destaque provavelmente ligado a: REST / HOLY / SPIRIT / FIND.",,
Encountering Peace,27,Listen to this Evening Prayer and Fall Asleep Fast | Guided Christian Sleep Meditation,9133,20221120,46,N/D,01:04:05,https://www.youtube.com/watch?v=HNGnrigUVpw,https://i.ytimg.com/vi/HNGnrigUVpw/maxresdefault.jpg,,8,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, branco; texto em destaque provavelmente ligado a: EVENING / FALL / ASLEEP / FAST.",,
Encountering Peace,28,Fall Asleep Fast by Reading Isaiah | Guided Christian Sleep Meditation,8738,20230209,163,N/D,03:01:45,https://www.youtube.com/watch?v=dtj30vXllPc,https://i.ytimg.com/vi/dtj30vXllPc/maxresdefault.jpg,,9,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: roxo, rosa, marrom; texto em destaque provavelmente ligado a: FALL / ASLEEP / FAST / READING.",,
Encountering Peace,29,Rest In The Holy Spirit Calming Your Storms | Guided Christian Sleep Meditation,8547,20210626,147,N/D,23:20,https://www.youtube.com/watch?v=My-VBZ3BiEk,https://i.ytimg.com/vi/My-VBZ3BiEk/maxresdefault.jpg,,14,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: cinza, preto, rosa; texto visível: Resi In / The spirii.",,
Encountering Peace,30,Meditation For God To Hear You | Guided Christian Prayer | Encountering Peace,8528,20220819,227,N/D,21:17,https://www.youtube.com/watch?v=BVvMlxb4bfI,https://i.ytimg.com/vi_webp/BVvMlxb4bfI/maxresdefault.webp,,13,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: roxo, preto, cinza; texto em destaque provavelmente ligado a: MEDITATION / HEAR / GUIDED / ENCOUNTERING.",,
PrayernuggetsTv,1,Daily Prayers and Inspiration Christian Channel,1764,20200930,5,N/D,50,https://www.youtube.com/watch?v=vLUJck1Zuhg,https://i.ytimg.com/vi_webp/vLUJck1Zuhg/maxresdefault.webp,,N/D,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto em destaque provavelmente ligado a: INSPIRATION / CHANNEL.",,
PrayernuggetsTv,2,The names of God! Jehovah El Ashiyb-The Lord My Restorer,1566,20211206,25,N/D,15:53,https://www.youtube.com/watch?v=Fjo46cNKI_c,https://i.ytimg.com/vi_webp/Fjo46cNKI_c/maxresdefault.webp,,11,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: vermelho, rosa, cinza; texto em destaque provavelmente ligado a: NAMES / LORD / RESTORER.",,
PrayernuggetsTv,3,"Wisdom nuggets from from Proverbs-Good people are good to their animals, bad people abuse them!",985,20220115,7,N/D,05:19,https://www.youtube.com/watch?v=AHO7MiM9jvk,https://i.ytimg.com/vi/AHO7MiM9jvk/sddefault.jpg,,N/D,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: rosa, preto, branco; texto em destaque provavelmente ligado a: WISDOM / NUGGETS / PROVERBS / GOOD.",,
PrayernuggetsTv,4,Attacks Are Of The Devil! They Are Not The Lord’s Doing,903,20201201,15,N/D,12:49,https://www.youtube.com/watch?v=MTceKp-bzhc,https://i.ytimg.com/vi_webp/MTceKp-bzhc/maxresdefault.webp,,3,"Thumbnail clara; há figura humana/rosto em destaque; paleta predominante: laranja, branco, marrom; texto em destaque provavelmente ligado a: ATTACKS / DEVIL / LORD / DOING.",,
PrayernuggetsTv,5,Wisdom nuggets from Proverbs-Take good counsel to succeed in your plans,511,20220201,7,N/D,08:29,https://www.youtube.com/watch?v=s0cG8XVIIZo,https://i.ytimg.com/vi/s0cG8XVIIZo/sddefault.jpg,,2,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: verde, preto, branco; texto em destaque provavelmente ligado a: WISDOM / NUGGETS / PROVERBS / TAKE.",,
PrayernuggetsTv,6,Prayer Points! What are Prayer Points? They are important prayer tools.,454,20201219,9,N/D,21:30,https://www.youtube.com/watch?v=XB5sNmAPlLM,https://i.ytimg.com/vi/XB5sNmAPlLM/maxresdefault.jpg,,N/D,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: verde, preto, cinza; texto em destaque provavelmente ligado a: POINTS / TOOLS.",,
PrayernuggetsTv,7,Wisdom nuggets from Proverbs-Answering before listening is both stupid and rude; listen then speak!,416,20220208,5,N/D,07:16,https://www.youtube.com/watch?v=3AZ8r7zAql8,https://i.ytimg.com/vi/3AZ8r7zAql8/sddefault.jpg,,N/D,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: amarelo, branco, preto; texto em destaque provavelmente ligado a: WISDOM / NUGGETS / PROVERBS / ANSWERING.",,
PrayernuggetsTv,8,The names of God! EL Nekamoth-The God who avenges,315,20211103,6,N/D,07:21,https://www.youtube.com/watch?v=27w853RP3OQ,https://i.ytimg.com/vi_webp/27w853RP3OQ/maxresdefault.webp,,N/D,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: rosa, marrom; texto em destaque provavelmente ligado a: NAMES / NEKAMOTH / AVENGES.",,
PrayernuggetsTv,9,Crucify your flesh! Put on righteousness. Dress yourselves in Christ’s compassion and kindness,286,20230515,6,N/D,09:50,https://www.youtube.com/watch?v=V7fidvimJBg,https://i.ytimg.com/vi_webp/V7fidvimJBg/maxresdefault.webp,,N/D,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: branco, cinza, marrom; texto visível: Name ais /- i: él / KEES i ne ti i Wh ike / QS AA: al wt a a Ti i ny.",,
PrayernuggetsTv,10,The names of God! Jehovah Maginnenu-The Lord our Defence,284,20211023,1,N/D,06:20,https://www.youtube.com/watch?v=AL6O7TWMj1U,https://i.ytimg.com/vi_webp/AL6O7TWMj1U/maxresdefault.webp,,N/D,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: rosa, marrom, amarelo; texto em destaque provavelmente ligado a: NAMES / JEHOVAH / MAGINNENU / LORD.",,
PrayernuggetsTv,11,Wisdom nuggets from Proverbs-The home of the upright hold together!,281,20220113,2,N/D,04:23,https://www.youtube.com/watch?v=Xjd2Q-rCjHs,https://i.ytimg.com/vi/Xjd2Q-rCjHs/sddefault.jpg,,N/D,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: roxo, branco, preto; texto em destaque provavelmente ligado a: WISDOM / NUGGETS / PROVERBS / HOME.",,
PrayernuggetsTv,12,Stand Your Ground! Put on the armor of God so when the evil days come you will stand updated,279,20201229,4,N/D,25:08:00,https://www.youtube.com/watch?v=L7nycifciiI,https://i.ytimg.com/vi/L7nycifciiI/maxresdefault.jpg,,N/D,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: amarelo, preto, marrom; texto visível: ay f Be / dag: a POAC VOLT VAIIT I.",,
PrayernuggetsTv,13,The names of God! Jehovah Goelekh-The Lord our Redeemer,270,20211101,4,N/D,05:14,https://www.youtube.com/watch?v=4y3JQ_OKGcA,https://i.ytimg.com/vi_webp/4y3JQ_OKGcA/maxresdefault.webp,,N/D,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: verde, marrom, rosa; texto em destaque provavelmente ligado a: NAMES / JEHOVAH / GOELEKH / LORD.",,
PrayernuggetsTv,14,Quit all idolatry! That’s not what Christ is about. Don’t use people or religion for selfish gains.,267,20230719,6,N/D,08:16,https://www.youtube.com/watch?v=Ioj0Ez0ZiOw,https://i.ytimg.com/vi_webp/Ioj0Ez0ZiOw/maxresdefault.webp,,3,"Thumbnail clara; há figura humana/rosto em destaque; paleta predominante: branco, cinza, marrom; texto em destaque provavelmente ligado a: QUIT / IDOLATRY / CHRIST / ABOUT.",,
PrayernuggetsTv,15,The names of God! Jehovah Pelet-The Lord My Deliverer,176,20211204,6,N/D,19:50,https://www.youtube.com/watch?v=k-lInJDblIY,https://i.ytimg.com/vi_webp/k-lInJDblIY/maxresdefault.webp,,1,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: verde, cinza, marrom; texto em destaque provavelmente ligado a: NAMES / LORD / DELIVERER.",,
PrayernuggetsTv,16,Sign and Wonder! Jesus raised the dead. He prayed and shouted; Lazarus come out and he did.,142,20240118,3,N/D,03:37,https://www.youtube.com/watch?v=cEYfKedgu3U,https://i.ytimg.com/vi_webp/cEYfKedgu3U/maxresdefault.webp,,N/D,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: branco, cinza, vermelho; texto em destaque provavelmente ligado a: SIGN / WONDER / JESUS / RAISED.",,
PrayernuggetsTv,17,"Preachers, take care of your own soul! Don’t preach to everyone else but become a castaway.",141,20240925,1,N/D,36:36:00,https://www.youtube.com/watch?v=Q-gSnsh9wLw,https://i.ytimg.com/vi_webp/Q-gSnsh9wLw/maxresdefault.webp,,N/D,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, branco; texto visível: Wisdom Nuggets / Prayer / Channel.",,
PrayernuggetsTv,18,Don’t fall! Grow in understanding of God so you are not led astray by the error of wicked people.,140,20240710,4,N/D,05:44,https://www.youtube.com/watch?v=09c55202oJU,https://i.ytimg.com/vi_webp/09c55202oJU/maxresdefault.webp,,3,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: branco, cinza, marrom; texto em destaque provavelmente ligado a: FALL / GROW / UNDERSTANDING / ASTRAY.",,
PrayernuggetsTv,19,Oh Give Thanks To The Lord! For He is Good and His Mercy Endures Forever.,137,20240417,3,N/D,03:21,https://www.youtube.com/watch?v=5Bcr5bDjoZo,https://i.ytimg.com/vi/5Bcr5bDjoZo/sddefault.jpg,,N/D,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: rosa, preto, marrom; texto em destaque provavelmente ligado a: GIVE / THANKS / LORD / GOOD.",,
PrayernuggetsTv,20,Wisdom nuggets from Proverbs-The right word at the right time is beautiful,135,20220128,4,N/D,08:59,https://www.youtube.com/watch?v=c-tgp_m0OsE,https://i.ytimg.com/vi/c-tgp_m0OsE/sddefault.jpg,,N/D,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: rosa, preto, branco; texto em destaque provavelmente ligado a: WISDOM / NUGGETS / PROVERBS / RIGHT.",,
PrayernuggetsTv,21,Always give thanks to God! Give thanks to God the Father for everything in the name of Jesus Christ,124,20230729,3,N/D,06:53,https://www.youtube.com/watch?v=t88rAsvRqCw,https://i.ytimg.com/vi/t88rAsvRqCw/maxresdefault.jpg,,N/D,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: branco, marrom, cinza; texto em destaque provavelmente ligado a: ALWAYS / GIVE / THANKS / FATHER.",,
PrayernuggetsTv,22,Be a Doer of the word of God! Don’t let the word of God go in from one ear and out of the other,123,20230821,4,N/D,06:48,https://www.youtube.com/watch?v=jMMWVv2UXWM,https://i.ytimg.com/vi_webp/jMMWVv2UXWM/maxresdefault.webp,,N/D,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: branco, cinza, marrom; texto visível: may Pag wah r: / is ese SIE / UEIEES 3 Ares 4.",,
PrayernuggetsTv,23,God has put everything on the line for you!,119,20230401,4,N/D,04:57,https://www.youtube.com/watch?v=scjCMydbLz4,https://i.ytimg.com/vi/scjCMydbLz4/maxresdefault.jpg,,N/D,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: preto, marrom, rosa; texto em destaque provavelmente ligado a: EVERYTHING / LINE.",,
PrayernuggetsTv,24,Serve God humbly and quietly! Become what God has made you to be - Fulfil purpose,115,20230428,8,N/D,07:24,https://www.youtube.com/watch?v=CNQ4EvXU2hY,https://i.ytimg.com/vi/CNQ4EvXU2hY/maxresdefault.jpg,,1,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: preto, cinza, rosa; texto visível: boo rele / ihe a / : Daye S535 PAS EEEch Gly.",,
PrayernuggetsTv,25,"Stop telling lies! Reject falsehoods, defrauding and spreading rumours. Tell the truth to people.",110,20230709,2,N/D,07:14,https://www.youtube.com/watch?v=7QCSpsEUV6E,https://i.ytimg.com/vi_webp/7QCSpsEUV6E/maxresdefault.webp,,1,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: branco, cinza, marrom; texto visível: Ee ee irae SETI.",,
PrayernuggetsTv,26,Live in Harmony! Let people live in peace when they are alive not only when they are dead.,107,20230531,3,N/D,09:51,https://www.youtube.com/watch?v=Sz1Z9K80nn8,https://i.ytimg.com/vi_webp/Sz1Z9K80nn8/maxresdefault.webp,,N/D,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: branco, preto, cinza; texto em destaque provavelmente ligado a: LIVE / HARMONY / PEOPLE / PEACE.",,
PrayernuggetsTv,27,Healing Scriptures and Prayers,105,20210506,7,N/D,12:46,https://www.youtube.com/watch?v=Zp6ffzDnjD0,https://i.ytimg.com/vi_webp/Zp6ffzDnjD0/maxresdefault.webp,,1,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: cinza, marrom, branco; texto em destaque provavelmente ligado a: HEALING / SCRIPTURES.",,
PrayernuggetsTv,28,Young people enjoy your youth!,92,20210519,5,N/D,09:37,https://www.youtube.com/watch?v=Z-STG2IBlM8,https://i.ytimg.com/vi_webp/Z-STG2IBlM8/maxresdefault.webp,,N/D,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: azul, rosa, marrom; texto em destaque provavelmente ligado a: YOUNG / PEOPLE / ENJOY / YOUTH.",,
PrayernuggetsTv,29,"If the foundation be destroyed, what can the righteous do?",88,20210820,4,N/D,20:33,https://www.youtube.com/watch?v=ENI1Ww7tHQo,https://i.ytimg.com/vi_webp/ENI1Ww7tHQo/maxresdefault.webp,,N/D,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: azul-petróleo, cinza, branco; texto em destaque provavelmente ligado a: FOUNDATION / RIGHTEOUS.",,
PrayernuggetsTv,30,True Religion! Serve God in spirit and in truth. Don’t use religion to serve yourself or crave evil.,88,20240930,4,N/D,10:35,https://www.youtube.com/watch?v=gz6sinyMFsQ,https://i.ytimg.com/vi/gz6sinyMFsQ/maxresdefault.jpg,,N/D,"Thumbnail escura; há figura humana/rosto em destaque; paleta predominante: preto, marrom, branco; texto visível: isdom Nuggets ad a / rayer / inannel.",,
DappyTKeys Piano Worship,1,Alone With GOD: 3 Hour Piano Worship Music for Prayer & Meditation | Christian Piano,50789766,20170529,318555,N/D,03:04:05,https://www.youtube.com/watch?v=fOB73qRVGJs,https://i.ytimg.com/vi_webp/fOB73qRVGJs/maxresdefault.webp,,20000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, laranja, branco; texto visível: : wate oe a 4 nS / ey a ea / AD a tarts egy skeet 0 / ee ie a a a Joh 0 As Be.",,
DappyTKeys Piano Worship,2,"Holy Spirit: 4 Hour Prayer, Meditation & Relaxation Piano Music",13470782,20191230,69734,N/D,03:59:13,https://www.youtube.com/watch?v=ms1nD68I_X8,https://i.ytimg.com/vi/ms1nD68I_X8/maxresdefault.jpg,,2600,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, branco; texto em destaque provavelmente ligado a: PIANO / MUSIC.",,
DappyTKeys Piano Worship,3,BE STILL: 1 Hour Piano Worship Music for Rest & Relaxation | | Christian Piano,11277671,20170209,65384,N/D,01:01:21,https://www.youtube.com/watch?v=A5r9skkZtN0,https://i.ytimg.com/vi_webp/A5r9skkZtN0/maxresdefault.webp,,3300,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: marrom, cinza, rosa; texto em destaque provavelmente ligado a: STILL / PIANO / WORSHIP / MUSIC.",,
DappyTKeys Piano Worship,4,In His Presence: 3 Hour Piano Worship Music for Prayer & Meditation,7624096,20170704,39168,N/D,03:04:33,https://www.youtube.com/watch?v=AaxVZB0-myE,https://i.ytimg.com/vi_webp/AaxVZB0-myE/maxresdefault.webp,,1600,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, verde, rosa; texto em destaque provavelmente ligado a: PIANO / MUSIC.",,
DappyTKeys Piano Worship,5,Your Presence Is Heaven To Me - 1 Hour Piano Worship Music for Prayer,7552340,20151129,37748,N/D,01:00:31,https://www.youtube.com/watch?v=1Jwc8wgwdso,https://i.ytimg.com/vi_webp/1Jwc8wgwdso/maxresdefault.webp,,2500,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, rosa; texto visível: YOUR PRESENCE / IS HEA TO ME / SIC.",,
DappyTKeys Piano Worship,6,Time With HOLY SPIRIT: 3 Hour Piano Music for Prayer & Meditation,6243665,20190101,49521,N/D,03:03:06,https://www.youtube.com/watch?v=M3mQvZmj3FQ,https://i.ytimg.com/vi_webp/M3mQvZmj3FQ/maxresdefault.webp,,2300,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, rosa; texto visível: TIME WITH Bak / rk: S a / ow Ob Law.",,
DappyTKeys Piano Worship,7,Good Father: Christian Meditation & Prayer Music | Piano Worship,5705669,20170403,26299,N/D,46:04:00,https://www.youtube.com/watch?v=x1lmZC1cosM,https://i.ytimg.com/vi_webp/x1lmZC1cosM/maxresdefault.webp,,1000,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, azul-petróleo, rosa; texto em destaque provavelmente ligado a: GOOD / FATHER / PIANO / MUSIC.",,
DappyTKeys Piano Worship,8,HOLY SPIRIT: 3 Hour Prayer Music | Christian Meditation Music,5372723,20191028,36194,N/D,02:58:03,https://www.youtube.com/watch?v=BriCF4tCgEY,https://i.ytimg.com/vi_webp/BriCF4tCgEY/maxresdefault.webp,,1300,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, marrom, amarelo; texto em destaque provavelmente ligado a: HOLY / SPIRIT / MUSIC / MEDITATION.",,
DappyTKeys Piano Worship,9,God's Promises: 3 Hour Piano Instrumental Music With Scriptures,4955473,20220124,28369,N/D,03:02:51,https://www.youtube.com/watch?v=kQZUJgM9CWE,https://i.ytimg.com/vi_webp/kQZUJgM9CWE/maxresdefault.webp,,1100,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: marrom, preto, branco; texto visível: NAPPY T KFYS.",,
DappyTKeys Piano Worship,10,30 Minutes With Holy Spirit: Deep Prayer & Prophetic Worship Music,4848421,20200123,45350,N/D,30:10:00,https://www.youtube.com/watch?v=ytIOIOgS6-4,https://i.ytimg.com/vi/ytIOIOgS6-4/maxresdefault.jpg,,1500,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, marrom, branco; texto em destaque provavelmente ligado a: MINUTES / HOLY / SPIRIT.",,
DappyTKeys Piano Worship,11,Holy Spirit: 45 Minutes Piano Instrumental Music for Prayer,4656922,20161215,26469,N/D,46:17:00,https://www.youtube.com/watch?v=Q4kynE8W21I,https://i.ytimg.com/vi/Q4kynE8W21I/sddefault.jpg,,1200,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, rosa; texto em destaque provavelmente ligado a: PIANO / INSTRUMENTAL / MUSIC.",,
DappyTKeys Piano Worship,12,Time With Holy Spirit: 3 Hour Piano Worship Music | Prayer Time Music,4248550,20191209,32672,N/D,02:57:13,https://www.youtube.com/watch?v=WUJAxpL8AMk,https://i.ytimg.com/vi/WUJAxpL8AMk/maxresdefault.jpg,,2100,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, rosa; texto em destaque provavelmente ligado a: HOLY / SPIRIT.",,
DappyTKeys Piano Worship,13,Time ALONE with GOD: 3 Hour Peaceful Meditation & Prayer Music,4202025,20180604,39737,N/D,03:02:03,https://www.youtube.com/watch?v=octnJgXGmbU,https://i.ytimg.com/vi_webp/octnJgXGmbU/maxresdefault.webp,,1500,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, rosa; texto em destaque provavelmente ligado a: TIME / ALONE.",,
DappyTKeys Piano Worship,14,Psalms & Hymns: Piano Instrumental Music for Prayer & Meditation,4056040,20170216,18487,N/D,45:51:00,https://www.youtube.com/watch?v=uWic84qBXx0,https://i.ytimg.com/vi_webp/uWic84qBXx0/maxresdefault.webp,,820,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: cinza, rosa, preto; texto em destaque provavelmente ligado a: PSALMS / HYMNS / PIANO / INSTRUMENTAL.",,
DappyTKeys Piano Worship,15,Hymns & Psalms: 3 Hour of Piano Hymns for Prayer & Meditation,3960047,20180122,22959,N/D,03:03:57,https://www.youtube.com/watch?v=MGGS2pXR-bc,https://i.ytimg.com/vi_webp/MGGS2pXR-bc/maxresdefault.webp,,1200,"Thumbnail escura; há figura humana/rosto em destaque; paleta predominante: marrom, preto, laranja; texto em destaque provavelmente ligado a: HYMNS / PSALMS / PIANO / MEDITATION.",,
DappyTKeys Piano Worship,16,"Dwell In His Presence: 4 Hour Prayer, Meditation & Relaxation Soaking Music",3583572,20220822,16818,N/D,03:55:59,https://www.youtube.com/watch?v=hfJ7DyLW92A,https://i.ytimg.com/vi_webp/hfJ7DyLW92A/maxresdefault.webp,,542,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, branco; texto em destaque provavelmente ligado a: DWELL / PRESENCE.",,
DappyTKeys Piano Worship,17,In Your Presence: 3 Hour Prayer Music | Christian Meditation Music,3429979,20171017,20633,N/D,03:19:40,https://www.youtube.com/watch?v=Z0zg_Uu_wFY,https://i.ytimg.com/vi_webp/Z0zg_Uu_wFY/maxresdefault.webp,,835,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, rosa; texto visível: IN YOUR / PRESENCE.",,
DappyTKeys Piano Worship,18,Surrender All To God: Prayer & Meditation Music | Christian Piano With Scriptures,3352963,20230327,15431,N/D,03:04:07,https://www.youtube.com/watch?v=BFqf3bdn6Ns,https://i.ytimg.com/vi_webp/BFqf3bdn6Ns/maxresdefault.webp,,410,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, cinza, marrom; texto em destaque provavelmente ligado a: PIANO / MUSIC / SCRIPTURES.",,
DappyTKeys Piano Worship,19,In His Presence: 3 Hour Instrumental Music for Meditation & Prayer,3247610,20200406,24240,N/D,03:06:02,https://www.youtube.com/watch?v=Ak99STkJ7b4,https://i.ytimg.com/vi_webp/Ak99STkJ7b4/maxresdefault.webp,,1000,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, azul; texto visível: 3 HOUR PIANO WORSHIP MUSIC WITH SCRIPTURES.",,
